"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"gene-LOC134714763|LOC134714763" 20.559372158458 0.121110501646505 0.138000477801023 0.185784153652381 0.569479838788472
"gene-LOC134683207|LOC134683207" 28.5157477652015 0.0391222778736306 0.122664759371598 0.633197024582636 0.886118049304644
"gene-LOC134721843|LOC134721843" 12.4240220004236 0.0126871245619384 0.141308320397358 0.857653023294465 0.962757133252104
"gene-LOC134687363|LOC134687363" 7.60042036401423 -0.0138277719368817 0.161313136299708 0.584580776976439 0.866312438057032
"gene-LOC134691074|LOC134691074" 30.7225406178307 0.0286569556717005 0.125659814692784 0.723773924004016 0.92040181172699
"gene-LOC134725448|LOC134725448" 31.9189125645103 0.106119605726686 0.133208718351754 0.234975147023586 0.630653656260825
"gene-LOC134725095|LOC134725095" 961.56301464901 -0.0744211327681174 0.111137089231842 0.371094995920328 0.739459108049619
"gene-LOC134697389|LOC134697389" 10.2451845059089 -0.347264173109106 0.427295222368615 0.0183465279642154 0.165313290718343
"gene-LOC134697362|LOC134697362" 6.88465332770983 0.098945954779588 0.204052205393627 0.0220422397315392 0.183408620087548
"gene-LOC134724950|LOC134724950" 48.1154483725306 -0.0770346955869695 0.139475487889887 0.361202265941799 0.730391032870438
"gene-LOC134700210|LOC134700210" 85.6881865802769 -0.0884913750081875 0.164896431043389 0.256341266386436 0.648735304549543
"gene-LOC134715300|LOC134715300" 54.2365608685592 -0.0492015333046183 0.122736440286498 0.55268548634887 0.849758742894359
"gene-LOC134721619|LOC134721619" 36.6573973148899 -1.44351881251411 0.493685163389876 0.000122406246472876 0.0043761223455853
"gene-LOC134680880|LOC134680880" 68.7978328437541 -0.0751923816497847 0.14736607898337 0.356000880032801 0.726808277628021
"gene-LOC134721896|LOC134721896" 30.5724311377984 0.0699944281864059 0.138908691902093 0.400653562904444 0.758399573236017
"gene-LOC134682079|LOC134682079" 153.521261186924 -0.0905682468429882 0.144205533281223 0.293249245486035 0.682187014834176
"gene-LOC134690923|LOC134690923" 147.153492095371 0.0410991859728296 0.0911544020669534 0.58677216576804 0.867398918137233
"gene-LOC134707468|LOC134707468" 10.5876169715096 3.46407350264827 0.728960605233733 7.86635573864032e-08 2.33217211297952e-05
"gene-LOC134727934|LOC134727934" 51.1499028582845 0.0942752013735875 0.140530701627833 0.282465442738071 0.673806034534111
"gene-LOC134721887|LOC134721887" 8.15397409503996 0.0579153841097611 0.150276041344175 0.434902321824332 0.783490859294422
"gene-LOC134712069|LOC134712069" 76.5590409579474 -0.0101501974955903 0.154076989016776 0.836684582770934 0.957808765375182
"gene-LOC134694794|LOC134694794" 27.7192986940148 0.022625694366468 0.161013868233174 0.509133882951563 0.82811780220753
"gene-LOC134715471|LOC134715471" 30.0665676515742 0.112463445473619 0.130500251814958 0.210637447064941 0.603452250447718
"gene-LOC134725168|LOC134725168" 45.0825858252399 0.0292667430371002 0.129771081395215 0.714439120096847 0.916842111696312
"gene-LOC134715042|LOC134715042" 42.5427955094521 -0.154556858012877 0.162425318138947 0.113707556284773 0.455661175259357
"gene-LOC134703116|LOC134703116" 110.81470375365 0.523274880074695 0.101495321331582 2.37502000878239e-08 9.71735038408112e-06
"gene-LOC134711670|LOC134711670" 42.1193469024509 -0.0239571824375089 0.135808138477598 0.751779819074697 0.930291409549312
"gene-LOC134706624|LOC134706624" 26.4825939507191 -0.0244944318693221 0.126618467592421 0.75988655901475 0.931786748522138
"gene-LOC134724850|LOC134724850" 10.9541581179107 0.0385576799711942 0.16765385306676 0.110171055062835 0.449073117656805
"gene-LOC134711335|LOC134711335" 42.1921424972855 0.0409574735224284 0.135243374395122 0.605364029350898 0.875697425791636
"gene-LOC134701871|LOC134701871" 9.64219915138579 0.0962919299990461 0.1899624510882 0.112417963316553 0.452086363581348
"gene-LOC134717773|LOC134717773" 151.578895855375 -0.0200664510386744 0.100892563462384 0.799243446640111 0.943800783403034
