"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"gene-LOC134714763|LOC134714763" 21.153981402367 -0.0539193780048193 0.155510499140607 0.709377068698014 0.839215743698355
"gene-LOC134683207|LOC134683207" 31.1837234622755 -0.097281049362925 0.141934692366467 0.467454433805771 0.649255090547561
"gene-LOC134721843|LOC134721843" 13.8457969025618 -0.0926618483354341 0.214617344086339 0.617368149816154 0.777183554075532
"gene-LOC134687363|LOC134687363" 14.7812857441565 -0.456779817953194 0.511934748825477 0.0868133690596266 0.190442110431032
"gene-LOC134691074|LOC134691074" 34.2747383344374 -0.111785294509628 0.169571475800985 0.471938787984766 0.653065319871197
"gene-LOC134725448|LOC134725448" 38.2378872362095 -0.416459372372995 0.140891814402448 0.00173612385583606 0.00802324507175491
"gene-LOC134725095|LOC134725095" 974.389522543955 0.323016041334145 0.130813673242803 0.00939454254004082 0.0325783627744467
"gene-LOC134697389|LOC134697389" 12.3187878474255 0.321117615541858 0.239361924578664 0.110973190039046 0.229428864139148
"gene-LOC134724729|LOC134724729" 4.65245872124482 -0.162153581643063 0.447902562652345 0.248418934764775 0.416700660581452
"gene-LOC134724950|LOC134724950" 46.0177772628499 0.546662239181223 0.20841959667199 0.00320693226849705 0.0133486912098987
"gene-LOC134700210|LOC134700210" 71.4028541626202 1.37687865604537 0.168900545668408 3.45542928017332e-17 2.11325791792339e-15
"gene-LOC134715300|LOC134715300" 51.5449407078397 0.512265368165827 0.135997618638362 7.25621637474569e-05 0.000520090464108364
"gene-LOC134721619|LOC134721619" 37.0840124708193 2.01760430442077 0.495516272083973 2.79944244080812e-06 2.91686349874202e-05
"gene-LOC134680880|LOC134680880" 71.5192132672412 0.31630985131263 0.169996951619662 0.0424418869099145 0.1098938226869
"gene-LOC134721896|LOC134721896" 28.3870146049296 0.25438505296383 0.173540815020618 0.108122271555306 0.224981494417873
"gene-LOC134682079|LOC134682079" 146.000848481806 0.645773921918197 0.124838223692082 7.49016047895138e-08 1.11786174893422e-06
"gene-LOC134690923|LOC134690923" 163.561275800243 -0.10505823470946 0.11809043281689 0.353602636544958 0.536193298617492
"gene-LOC134727934|LOC134727934" 45.664271842711 0.341650207748955 0.163136402881037 0.0234324527730958 0.0679952014068197
"gene-LOC134721887|LOC134721887" 10.6554208393283 -0.538779834785571 0.26676205637837 0.0149428812723149 0.0473401584902478
"gene-LOC134712069|LOC134712069" 67.8821339158824 0.494856913339925 0.409928887215938 0.0659745575469848 0.15502436752479
"gene-LOC134694794|LOC134694794" 21.730720020676 0.166229454262287 0.372467157414826 0.440331920950921 0.623669616923941
"gene-LOC134715471|LOC134715471" 35.7763720338192 -0.393631234967961 0.138414687417464 0.00261984542059792 0.0112218064054865
"gene-LOC134725168|LOC134725168" 39.4823104769839 0.46663865964295 0.28931330823719 0.0424641769936059 0.109900962214592
"gene-LOC134715042|LOC134715042" 56.3163611193418 -0.199334835641248 0.230490634058089 0.306422814036491 0.484907316320156
"gene-LOC134703116|LOC134703116" 98.4110783705036 -0.0216494869695222 0.107851792158907 0.834798753812066 0.914056359035556
"gene-LOC134711670|LOC134711670" 57.0931724498569 -0.465066095372167 0.182773616750826 0.0050647070078602 0.0195258639431913
"gene-LOC134706624|LOC134706624" 29.1315257293301 0.017014678608299 0.166204517636663 0.912351549932075 0.95521883060901
"gene-LOC134711335|LOC134711335" 43.1050662589552 0.0578874081993001 0.173202416435413 0.716086030280372 0.84298735210221
"gene-LOC134701871|LOC134701871" 9.01542559637345 -0.0971479871844605 0.361773141892911 0.633818649140684 0.788489745239989
"gene-LOC134717773|LOC134717773" 130.285271370764 0.78544237487749 0.168648580673948 7.21201718660467e-07 8.56084698321332e-06
"gene-LOC134711399|LOC134711399" 151.077101395566 0.346472392239149 0.131709786594599 0.00560195578994006 0.0212466493104804
"gene-LOC134688399|LOC134688399" 15.6250015434196 0.766272765182026 0.299227800324172 0.00205872211248645 0.00922980076964544
"gene-LOC134690738|LOC134690738" 18.4844286409776 -0.192165048324502 0.202839663901497 0.283254070983832 0.458683067947958
"gene-LOC134715034|LOC134715034" 9.1439957210612 3.32581341183093 0.773505021845533 8.48371265466274e-07 9.9238272872058e-06
"gene-LOC134698987|LOC134698987" 7.39098549586548 -0.159778071949975 0.347887408292296 0.469122686978539 0.650448200661594
"gene-LOC134716175|LOC134716175" 14.0267916629561 0.51291809198855 0.572730458856556 0.0659479027077502 0.154994099659631
