"","T046F","T049F","T052F","T055F","T056F","T057F","T058F","T110F","T111F","T112F","T126F","T127F","T128F","T129F","T130F","T131F","T132F","T133F","T134F","T135F","T136F","T137F"
"gene-LOC134696364|LOC134696364",3,4,0,4,0,6,7,6,4,5,0,5,5,7,11,7,0,5,4,8,7,3
"gene-Trnam-cau-162|Trnam-cau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134710673|LOC134710673",0,2,1,1,1,0,1,1,2,1,3,1,1,1,1,1,1,14,2,1,1,3
"gene-LOC134721200",1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
"gene-LOC134692212|LOC134692212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-Trnar-acg-29|Trnar-acg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134691032|LOC134691032",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134727385|LOC134727385",1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0
"gene-LOC134714763|LOC134714763",19,12,8,14,17,13,19,15,11,10,7,17,14,23,15,19,0,7,17,24,20,22
"gene-LOC134696626|LOC134696626",0,0,0,5,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"gene-LOC134681397|LOC134681397",7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0
"gene-LOC134707765|LOC134707765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134726068|LOC134726068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134683207|LOC134683207",30,17,35,24,9,15,23,23,19,21,15,29,22,22,10,21,8,12,14,26,23,19
