"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"gene-LOC134714763|LOC134714763" 14.259870312194 -0.0234695696418631 0.15525543444507 0.778099693602802 0.925939910420938
"gene-LOC134683207|LOC134683207" 19.3209752919349 0.125353657409306 0.161441699804159 0.218297509539764 0.565893160584068
"gene-LOC134691074|LOC134691074" 45.8311025766483 0.304983614369843 0.181531322574379 0.0164411183132852 0.159184594833009
"gene-LOC134725448|LOC134725448" 13.8731732141206 0.0237025958110045 0.15714051636783 0.772889961303732 0.923266945745163
"gene-LOC134725095|LOC134725095" 617.509581960811 -0.00971679186495354 0.122162273767235 0.994456670205538 0.997768805852619
"gene-LOC134724950|LOC134724950" 11.5353687245145 -0.153478758043542 0.218698613176724 0.12118455202999 0.413717429172109
"gene-LOC134715300|LOC134715300" 18.9453883289167 -0.0199219934942845 0.176692666352507 0.690089214178276 0.888850207678181
"gene-LOC134680880|LOC134680880" 23.5870710436039 -0.601486393890273 0.280278379138542 0.00191953494410842 0.0451638003889852
"gene-LOC134682079|LOC134682079" 52.9654760011573 -0.647075774920203 0.289331888521624 0.00136895068219306 0.0366442992299153
"gene-LOC134690923|LOC134690923" 95.207122130559 0.107266460383171 0.11965229766009 0.249140766887982 0.598928829286958
"gene-LOC134707468|LOC134707468" 13.4000264311121 1.36364914552111 0.472834955553002 0.000173409228799805 0.011086725570209
"gene-LOC134727934|LOC134727934" 30.1626169835832 -0.569535720676778 0.274719636374617 0.00236779190098774 0.050965680832621
"gene-LOC134712069|LOC134712069" 31.2163017779162 -0.0535823861870421 0.184325315692097 0.334019132560259 0.681698316955678
"gene-LOC134715471|LOC134715471" 22.277468329309 -0.0153495319182967 0.142614986887057 0.863031569139166 0.957354725789461
"gene-LOC134725168|LOC134725168" 22.7077722753743 0.0168295459279591 0.154684811032102 0.840599447623181 0.950059870939792
"gene-LOC134715042|LOC134715042" 16.1938083411145 -0.0516958522354371 0.182089197451476 0.377722086346376 0.713240928124513
"gene-LOC134703116|LOC134703116" 80.2272285675304 -0.141990417309553 0.143131925428664 0.16117505674418 0.482527182265083
"gene-LOC134711670|LOC134711670" 9.75812926953028 -0.128717651015581 0.203473821850102 0.163423960123736 0.485979575958982
"gene-LOC134706624|LOC134706624" 13.9047429910333 -0.0484642152211259 0.166406442029705 0.541957218490424 0.809791144161833
"gene-LOC134711335|LOC134711335" 36.0173304802267 0.0807535030466522 0.152522598533736 0.396156926389559 0.725254440147627
"gene-LOC134717773|LOC134717773" 200.69892554166 -0.0170725753803152 0.0871135040790815 0.823261927724642 0.944498631599856
"gene-LOC134711399|LOC134711399" 63.6467240022376 -0.491304176716982 0.339843418135667 0.00808697909804892 0.106921488964042
