"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"gene-LOC134714763|LOC134714763" 13.007200866029 -0.019958068214724 0.120797640909837 0.548174620283184 NA
"gene-LOC134683207|LOC134683207" 15.6171630431373 -0.0607107902577097 0.129072110154671 0.240880890900154 0.609490127737239
"gene-LOC134691074|LOC134691074" 40.9469645528859 0.0578840257426149 0.109040304425582 0.35863899587904 0.698278619167163
"gene-LOC134725448|LOC134725448" 13.4394899024203 0.00944087701115862 0.113524514691673 0.83765631425553 NA
"gene-LOC134725095|LOC134725095" 558.808420039311 -0.0553835196597547 0.121308520201748 0.318010649741248 0.676651669529592
"gene-LOC134697362|LOC134697362" 8.07209688492627 0.0490617706789836 0.13411774588596 0.101447813586985 NA
"gene-LOC134724950|LOC134724950" 11.7174288827045 -0.0370822165942257 0.122885934289812 0.372728565139598 NA
"gene-LOC134715300|LOC134715300" 20.2534106501202 0.00225245504867726 0.120852197248746 0.930264902590225 0.978599976633993
"gene-LOC134680880|LOC134680880" 23.5604629164489 -0.0805639795802274 0.15206865378732 0.0795330598707276 0.420282045192583
"gene-LOC134682079|LOC134682079" 53.5104004972607 -0.240439297705408 0.353549408502082 0.0196483429296459 0.245015150235928
"gene-LOC134690923|LOC134690923" 95.6776301734232 0.125665044068295 0.121440630113365 0.096549755471317 0.459573560394428
"gene-LOC134707468|LOC134707468" 9.14513981391335 0.0561234410963597 0.137697702680611 0.0911343132940626 NA
"gene-LOC134727934|LOC134727934" 30.8888336023355 -0.24253461006247 0.263225050673613 0.0216702452745557 0.25451504879004
"gene-LOC134712069|LOC134712069" 33.3483698103849 -0.0108963529712805 0.120519878427617 0.704482502874829 0.891042552655745
"gene-LOC134715471|LOC134715471" 23.1131084950803 0.0309023228924894 0.112999988767991 0.55638784610985 0.824300492272072
"gene-LOC134725168|LOC134725168" 27.0305541755425 0.136017632711401 0.210413103077723 0.0406444638990192 0.331535946804209
"gene-LOC134715042|LOC134715042" 14.5955507696684 -0.0210203427879414 0.124270479149516 0.319154841276698 0.676651669529592
"gene-LOC134703116|LOC134703116" 91.3947435673678 0.132393987585623 0.123951883148765 0.0850244226578925 0.433385158906533
"gene-LOC134711670|LOC134711670" 10.394414855802 -0.0103299066818625 0.118927103682311 0.758280636332442 NA
"gene-LOC134706624|LOC134706624" 13.313862433221 -0.0328598029415935 0.120737261932439 0.43832314928256 NA
"gene-LOC134711335|LOC134711335" 31.6803799643461 -0.0328123883939155 0.110600440855078 0.553443775403732 0.822595182328843
"gene-LOC134717773|LOC134717773" 193.334539797378 -0.0307761251396675 0.0853379373645557 0.619981525837098 0.85729757527581
"gene-LOC134711399|LOC134711399" 61.9856937662868 -0.0798748892588362 0.15313926062418 0.0675602145337575 0.404717051610088
"gene-LOC134690738|LOC134690738" 33.602600194199 -0.0711344604285141 0.12704587059024 0.234779364711231 0.603043710835595
"gene-LOC134681724|LOC134681724" 89.5922999179771 -0.0101494306057133 0.0820139799886086 0.868185206255417 0.958812124371592
"gene-LOC134718434|LOC134718434" 39.643821525518 0.118055888762785 0.170829901764443 0.0781009951052427 0.418227847834563
"gene-LOC134687107|LOC134687107" 7.6032104706231 -0.049166604756732 0.128777627047147 0.241681214329804 NA
"gene-LOC134716152|LOC134716152" 21.9705173110505 -0.0274949410587974 0.122178883021945 0.433770412265536 0.74764114055104
"gene-LOC134682152|LOC134682152" 1361.54924566073 0.118357393637803 0.198287187505394 0.0324036608937652 0.299933902830382
"gene-LOC134712313|LOC134712313" 8.97546439366501 -0.0718211941867688 0.144590807887551 0.104000470211625 NA
"gene-LOC134706781|LOC134706781" 32.5024364973064 -0.010802775596904 0.0976770653731116 0.856729199678517 0.954718877799014
"gene-LOC134685123|LOC134685123" 89.9735863157848 0.0391041963100672 0.116607946609699 0.453004386559235 0.757527001600247
"gene-LOC134707414|LOC134707414" 28.4937891761432 0.0151124669022308 0.112657871205205 0.754804241711218 0.912822202086021
"gene-LOC134720742|LOC134720742" 9.16801382688622 -0.0386137508767514 0.122576908052426 0.37483908134373 NA
"gene-LOC134721906|LOC134721906" 24.1187702160177 0.0569510865459979 0.128157014618648 0.253604867810278 0.623676826534304
"gene-LOC134706886|LOC134706886" 30.699040143043 -0.0419850800280226 0.121481407671577 0.376833044334945 0.707362268514282
"gene-LOC134696282|LOC134696282" 9.17371517908293 0.0193743990417686 0.11839642179771 0.621721076974555 NA
"gene-LOC134702776|LOC134702776" 344.545194643606 -0.144699835153812 0.134313797904797 0.0692824140458212 0.404717051610088
"gene-LOC134718603|LOC134718603" 8.60359912991638 -0.0486919043844153 0.134134782305746 0.0960582814478213 NA
"gene-LOC134683568|LOC134683568" 99.3224909369527 -0.0354095887914781 0.104313210896801 0.55513659114666 0.823696037267564
"gene-LOC134680973|LOC134680973" 95.2622291141523 -0.0375661961798259 0.126187915852284 0.280513238902766 0.649990138388263
"gene-LOC134696539|LOC134696539" 61.6146378209001 -0.0124845979388876 0.10730057523401 0.816244767922195 0.938222334601574
