"","T001F","T002F","T003F","T004F","T005F","T006F","T007F","T008F","T009F","T010F","T011F","T012F","T046F","T049F","T052F","T055F","T056F","T057F","T058F","T110F","T111F","T112F"
"gene-LOC134696364|LOC134696364",0,2,0,0,2,0,0,0,2,1,4,0,3,4,0,4,0,6,7,6,4,5
"gene-Trnam-cau-162|Trnam-cau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134710673|LOC134710673",0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,0,1,1,2,1
"gene-LOC134721200",0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0
"gene-LOC134692212|LOC134692212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-Trnar-acg-29|Trnar-acg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134691032|LOC134691032",0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0
"gene-LOC134727385|LOC134727385",0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0
"gene-LOC134714763|LOC134714763",9,13,10,6,0,0,0,14,14,6,11,14,19,12,8,14,17,13,19,15,11,10
"gene-LOC134696626|LOC134696626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0
"gene-LOC134681397|LOC134681397",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0
"gene-LOC134707765|LOC134707765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134726068|LOC134726068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134683207|LOC134683207",8,21,9,11,4,7,0,11,5,15,12,17,30,17,35,24,9,15,23,23,19,21
"gene-LOC134707749|LOC134707749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134717553|LOC134717553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134698306|LOC134698306",1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
"gene-LOC134680601|LOC134680601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"gene-LOC134681377|LOC134681377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0
"gene-LOC134691674|LOC134691674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134721843|LOC134721843",0,0,5,0,8,5,4,8,0,7,10,9,0,11,7,12,0,8,20,15,5,9
"gene-LOC134727958|LOC134727958",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"gene-LOC134726121|LOC134726121",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134687363|LOC134687363",5,0,0,0,0,12,0,0,0,6,9,0,0,8,27,5,0,20,0,0,4,0
"gene-LOC134719394|LOC134719394",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-Trnay-gua-56|Trnay-gua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134691074|LOC134691074",32,51,54,43,28,32,33,35,40,50,29,46,42,51,62,47,31,106,46,50,56,53
"gene-LOC134681459|LOC134681459",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134711401|LOC134711401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"gene-LOC134706433|LOC134706433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134725448|LOC134725448",7,16,14,9,8,9,0,13,16,19,9,13,19,11,16,23,11,14,27,12,14,0
"gene-LOC134727259|LOC134727259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-Trnan-guu-169|Trnan-guu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134721656|LOC134721656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC134707038|LOC134707038",0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
