MT_Pool_HQ_transcript/0	sp|D3ZHA0|FLNC_RAT	42.357	2486	1247	48	1977	8993	278	2724	0.0	1647
MT_Pool_HQ_transcript/0	sp|D3ZHA0|FLNC_RAT	35.907	2824	1540	63	306	8327	22	2725	0.0	1486
MT_Pool_HQ_transcript/0	sp|D3ZHA0|FLNC_RAT	27.444	849	505	28	6576	8990	274	1055	9.58e-54	214
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	31.783	774	524	1	6347	8668	17	786	5.29e-119	425
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	31.026	780	534	1	6527	8866	11	786	9.05e-119	424
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	30.318	818	556	3	6140	8587	14	819	9.70e-116	414
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	30.897	780	535	1	6626	8965	11	786	1.70e-115	414
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	30.563	782	539	1	6224	8569	9	786	2.04e-115	414
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	30.879	774	527	3	5996	8308	32	800	2.14e-114	410
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	30.339	768	498	3	6923	9127	11	774	2.92e-110	397
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	30.748	709	458	3	5981	8011	93	800	7.34e-99	361
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	28.710	310	217	1	8210	9139	11	316	3.20e-70	147
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	32.911	237	159	0	9136	9846	349	585	3.20e-70	144
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	30.597	268	182	1	9136	9927	283	550	3.00e-34	149
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	30.342	234	163	0	9133	9834	546	779	9.94e-30	134
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	30.738	244	169	0	9136	9867	250	493	1.12e-29	134
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	29.536	237	167	0	9136	9846	415	651	3.96e-28	129
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	29.249	253	179	0	9139	9897	317	569	9.99e-28	128
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	28.854	253	180	0	9139	9897	383	635	2.50e-27	127
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	28.740	254	181	0	9136	9897	448	701	8.67e-27	125
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	26.502	283	179	2	9136	9897	89	371	5.03e-26	122
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	27.444	266	164	1	9136	9846	56	321	1.03e-25	121
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	26.772	254	186	0	9136	9897	481	734	3.66e-25	119
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	27.273	231	168	0	9142	9834	186	416	4.44e-24	116
MT_Pool_HQ_transcript/1	sp|P16157|ANK1_HUMAN	29.439	214	148	1	9133	9765	579	792	6.71e-24	115
MT_Pool_HQ_transcript/2	sp|P10079|FBP1_STRPU	40.142	563	310	15	5669	7348	337	875	5.68e-88	317
MT_Pool_HQ_transcript/2	sp|P10079|FBP1_STRPU	40.110	546	302	14	5669	7300	413	935	8.91e-86	310
