LOC_ID,metric,n_mussel,slope,p,q,protein_name,blast_pident,blast_evalue,annotation_source,in_TC_DEG_annotation,blast_ok,tier
LOC134686344,adhesion_kpa,44,31.74172059361501,0.007371261162615929,0.36567359328713595,Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS),62.767,0,genome_blast,FALSE,TRUE,exploratory
LOC134706345,adhesion_kpa,44,26.63768219897425,0.007520857902156162,0.36567359328713595,Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1),63.744,0,genome_blast,TRUE,TRUE,exploratory
LOC134728203,adhesion_kpa,44,26.4955088558777,0.0077407706474652204,0.36567359328713595,"Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",70.711,0,genome_blast,TRUE,TRUE,exploratory
LOC134685659,adhesion_kpa,44,31.553021473291682,0.00983102647851668,0.36567359328713595,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS) (cLRS)",62.5,0,genome_blast,TRUE,TRUE,exploratory
LOC134687162,adhesion_kpa,44,19.293180695951584,0.009968109631349571,0.36567359328713595,Glutathione S-transferase A4 (EC 2.5.1.18) (GST A4-4) (GSTA4-4) (GST class-alpha member 4) (Glutathione S-transferase 5.7) (GST 5.7),42.081,7.579999999999999e-46,genome_blast,FALSE,TRUE,exploratory
LOC134725003,adhesion_kpa,44,14.477976512062789,0.010915629650362267,0.36567359328713595,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1),34.161,1.4999999999999999e-33,genome_blast,FALSE,TRUE,exploratory
LOC134714791,adhesion_kpa,44,26.259953349952067,0.013253308396912881,0.3805592839684985,"Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)",67.096,0,genome_blast,TRUE,TRUE,exploratory
LOC134707902,adhesion_kpa,44,15.282666496431434,0.015368473566373185,0.38613289835512626,"Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)",69.421,0,genome_blast,FALSE,TRUE,exploratory
LOC134681253,adhesion_kpa,44,-33.80403151463868,0.022928107283603262,0.43041103971243955,Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein),55.072,0,genome_blast,FALSE,TRUE,exploratory
LOC134724473,adhesion_kpa,44,13.934141253596195,0.023300161539518038,0.43041103971243955,Tubulin-specific chaperone D (Beta-tubulin cofactor D) (tfcD) (SSD-1) (Tubulin-folding cofactor D),53.269,0,genome_blast,FALSE,TRUE,exploratory
LOC134720932,adhesion_kpa,44,8.38354086603781,0.02355483301908873,0.43041103971243955,Byssal peroxidase-like protein 2,35.518,8.489999999999998e-107,genome_blast,TRUE,TRUE,exploratory
LOC134706747,adhesion_kpa,44,17.887844580020467,0.026071399920383584,0.436695948666425,Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS),63.306,0,genome_blast,FALSE,TRUE,exploratory
LOC134682928,adhesion_kpa,44,13.21026997360476,0.040133168961220975,0.587129400447494,"Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)",60.054,0,genome_blast,FALSE,TRUE,exploratory
LOC134714939,adhesion_kpa,44,28.867093718214367,0.0408945851057956,0.587129400447494,"Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase, cytoplasmic) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)",69.481,0,genome_blast,TRUE,TRUE,exploratory
LOC134697661,adhesion_kpa,44,14.648780338920815,0.04439535397385251,0.5948977432496236,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",64.23,0,genome_blast,FALSE,TRUE,exploratory
LOC134714868,adhesion_kpa,44,-14.450369913304787,0.04944992200351528,0.6212146451691607,Dual oxidase 1 (EC 1.11.1.-) (EC 1.6.3.1),39.764,0,genome_blast,FALSE,TRUE,exploratory
LOC134710182,adhesion_kpa,44,-16.228199946790863,0.054351035685356576,0.6426210689856866,Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1) (Sphingosine-1-phosphate phosphohydrolase 1) (SPP-1),32.949,2.25e-65,genome_blast,FALSE,TRUE,exploratory
LOC134721921,adhesion_kpa,44,-20.037619859546158,0.06644633509671416,0.7419840752466415,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.654,1.1099999999999999e-94,genome_blast,FALSE,TRUE,exploratory
LOC134695612,adhesion_kpa,44,24.454343885527667,0.0716934775606133,0.7584415257728039,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),33.968,2.709999999999999e-118,genome_blast,FALSE,TRUE,exploratory
LOC134721501,adhesion_kpa,44,13.9648181498763,0.08232543968368025,0.7831803499632399,Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),68.142,0,genome_blast,TRUE,TRUE,exploratory
LOC134721338,adhesion_kpa,44,14.1040403842957,0.0852669739200114,0.7831803499632399,Tyrosinase 2,28.932,5.969999999999999e-52,genome_blast,FALSE,TRUE,exploratory
LOC134710805,adhesion_kpa,44,28.191281434666127,0.08572123233428497,0.7831803499632399,Tubulin-specific chaperone C (Tubulin-folding cofactor C) (CFC),41.104,1.06e-83,genome_blast,FALSE,TRUE,exploratory
LOC134718500,adhesion_kpa,44,-36.39051951001369,0.10348076988954383,0.7960816873672852,"RalA-binding protein 1 (RalBP1) (Cytocentrin) (Dinitrophenyl S-glutathione ATPase) (DNP-SG ATPase) (EC 7.6.2.2, EC 7.6.2.3) (Ral-interacting protein 1)",50.853,8.94e-81,genome_blast,FALSE,TRUE,exploratory
LOC134718464,adhesion_kpa,44,11.135865682465516,0.1047610066229642,0.7960816873672852,LRP chaperone MESD (LDLR chaperone MESD) (Mesoderm development candidate 2) (Mesoderm development protein),63.014,1.44e-58,genome_blast,FALSE,TRUE,exploratory
LOC134711783,adhesion_kpa,44,17.349001518222142,0.10763378421490402,0.7960816873672852,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)],55.876,0,genome_blast,TRUE,TRUE,exploratory
LOC134721033,adhesion_kpa,44,21.959896384653934,0.11143089496648018,0.7960816873672852,Tubulin-specific chaperone cofactor E-like protein (EL) (Leucine-rich repeat-containing protein 35),34.834,4.8000000000000006e-80,genome_blast,FALSE,TRUE,exploratory
