"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"gene-LOC134721619|LOC134721619" 36.6573973148899 -1.44351881251411 0.493685163389876 0.000122406246472876 0.0043761223455853
"gene-LOC134707468|LOC134707468" 10.5876169715096 3.46407350264827 0.728960605233733 7.86635573864032e-08 2.33217211297952e-05
"gene-LOC134703116|LOC134703116" 110.81470375365 0.523274880074695 0.101495321331582 2.37502000878239e-08 9.71735038408112e-06
"gene-LOC134721348|LOC134721348" 59.7891054992397 0.350889952982255 0.122064406432626 0.000580102774825184 0.0140227469441878
"gene-LOC134687455|LOC134687455" 378.234233731356 0.289759925617761 0.119119100766362 0.00286569215651669 0.0456157078574062
"gene-LOC134695228|LOC134695228" 310.994107617563 0.385141899706056 0.0996932995921118 1.52423580235323e-05 0.000872447300963531
"gene-LOC134721116|LOC134721116" 58.9241342062126 -0.312646395739962 0.129786797962183 0.00259515936088445 0.0428354090019917
"gene-LOC134714175|LOC134714175" 141.418476274042 -1.81384394813487 0.305796194770939 1.38506572246521e-10 1.70009122623035e-07
"gene-LOC134713699|LOC134713699" 100.791174501225 -1.27520749968711 0.566967369034179 0.000723404196945779 0.016477208584866
"gene-LOC134702634|LOC134702634" 53.8651692043608 0.565217622777157 0.122865390341754 3.55993551827913e-07 5.53040625667788e-05
"gene-LOC134719016|LOC134719016" 15.0809020086054 -0.880833621341253 0.533247882131534 0.00279657641719842 0.0449037495360334
"gene-LOC134710999|LOC134710999" 66.7514144146574 -0.844224287043042 0.518757665677092 0.00288538269801395 0.0457971590013795
"gene-LOC134716100|LOC134716100" 167.595877795429 0.349973252538092 0.112884522225841 0.000289409260224663 0.00839134933780014
"gene-LOC134702687|LOC134702687" 35.0575560530699 0.565470031717634 0.14580862121072 8.43820705101949e-06 0.000541958565654723
"gene-LOC134687154|LOC134687154" 300.356964264495 0.230894705269213 0.0547024381764661 8.19985634695684e-06 0.000529729900963931
"gene-LOC134712475|LOC134712475" 125.287373187604 -1.09377209388737 0.51025049448375 0.000980565307257391 0.0210111548758328
"gene-LOC134725578|LOC134725578" 716.465610393967 -1.85677795668934 0.298831541671809 2.4099309017931e-11 5.10265277244288e-08
"gene-LOC134705588|LOC134705588" 11.5012977257469 -0.211459954167663 0.492014374704974 0.00228370372696834 0.0392960670900612
"gene-LOC134687106|LOC134687106" 39.7492540513819 -0.416247593718372 0.13669809763846 0.000253751137543411 0.00755576500388695
"gene-LOC134692709|LOC134692709" 12.7853257701781 1.17568198238069 0.467147753172928 0.000412490158870915 0.0111140945976756
"gene-LOC134685125|LOC134685125" 47.0304723929298 0.37191988282749 0.169920721260124 0.00320160492004238 0.0498142669742369
"gene-LOC134695001|LOC134695001" 21.5163559280592 0.80405944501085 0.35049859912683 0.00089254371103994 0.0196022472681078
"gene-LOC134704382|LOC134704382" 33.3541906693075 0.493576425593968 0.147296904519171 7.20483467776806e-05 0.00290481053595999
