"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"gene-LOC134680880|LOC134680880" 23.5870710436039 -0.601486393890273 0.280278379138542 0.00191953494410842 0.0451638003889852
"gene-LOC134682079|LOC134682079" 52.9654760011573 -0.647075774920203 0.289331888521624 0.00136895068219306 0.0366442992299153
"gene-LOC134707468|LOC134707468" 13.4000264311121 1.36364914552111 0.472834955553002 0.000173409228799805 0.011086725570209
"gene-LOC134715138|LOC134715138" 128.741367407108 0.840238206981907 0.161686232540322 1.38010922538913e-08 6.67282810475643e-06
"gene-LOC134722146|LOC134722146" 144.56410111307 -0.543071478964639 0.242004103647941 0.00170581547752858 0.0420260781342709
"gene-LOC134714468|LOC134714468" 29.3951764675758 -0.655542757536719 0.318200230141636 0.00200143197406724 0.0462630419023801
"gene-LOC134697440|LOC134697440" 373.568962357796 -0.937755301719769 0.214455744685834 6.51622196409778e-07 0.000186701826349113
"gene-LOC134699268|LOC134699268" 74.6273602777279 0.678496773362013 0.24643409866502 0.000375163973558163 0.0170721676437997
"gene-LOC134681413|LOC134681413" 11.178011993871 1.06837445791448 0.368586136370145 0.000178574804973966 0.011323399108841
"gene-LOC134707955|LOC134707955" 91.6010696518601 1.16105243374552 0.142555680399133 2.68141696042092e-17 1.03717208029081e-13
"gene-LOC134724759|LOC134724759" 79.4761077008384 -0.530771752224502 0.227102164359964 0.00144077724947119 0.0376935944647972
"gene-LOC134706996|LOC134706996" 32.7543416721737 0.523493146222107 0.210655656920705 0.00109274708650012 0.0334109315464122
"gene-LOC134687586|LOC134687586" 163.514922295103 0.483884357300538 0.195628338596115 0.00126102298764254 0.0361306438237137
"gene-LOC134689642|LOC134689642" 104.056170245061 -0.243896152586038 0.593064972786018 0.00208157574516273 0.0471809256178787
"gene-LOC134725101|LOC134725101" 118.316609957232 0.510515355550689 0.202130385509576 0.00101831312780299 0.0320230502304225
"gene-LOC134694199|LOC134694199" 22.7843805390392 -0.782553287638704 0.317620673387257 0.000661695233025824 0.0241456335975839
"gene-LOC134721406|LOC134721406" 61.9801810597582 -0.45504296420344 0.173615188800842 0.000924018677952064 0.0306169607437168
"gene-LOC134725495|LOC134725495" 150.839338407407 -0.286199257151563 0.101913741241671 0.00128513923966578 0.0362075274981861
"gene-LOC134685155|LOC134685155" 14.8348589426835 1.05870620333538 0.366719827124594 0.000187141199378043 0.0116751961160366
"gene-LOC134720663|LOC134720663" 62.7646168921944 1.30093936469836 0.232221626588524 1.20490389574038e-09 8.47376048858869e-07
"gene-LOC134716854|LOC134716854" 188.932175509353 0.800035921338819 0.140667376598657 9.24792583072491e-10 7.15419542264879e-07
"gene-LOC134697084|LOC134697084" 218.984216931606 0.42370935830309 0.135901155629884 0.000243134187274252 0.0135315544802418
"gene-LOC134728292|LOC134728292" 179.977118977976 1.04372429112717 0.221274674434088 1.38066237393425e-07 5.08609720226445e-05
"gene-LOC134685400|LOC134685400" 269.214188011247 0.415509358174856 0.118901947623846 6.86229154768951e-05 0.00610377872646794
"gene-LOC134711804|LOC134711804" 58.1088952572003 -0.644615159864869 0.202796847831143 0.000103456853695784 0.00813925234723472
"gene-LOC134682960|LOC134682960" 21.9960852813455 0.810069145857302 0.311311969570227 0.000468903248887736 0.0196077596399758
"gene-LOC134691216|LOC134691216" 17.4955313526984 -0.913575275146282 0.448177540845856 0.00147082796459919 0.0379277504471312
"gene-LOC134685237|LOC134685237" 33.214286874799 0.875895572834036 0.338655284606368 0.00047296081694821 0.0196711015048997
"gene-LOC134721575|LOC134721575" 15.9536432924035 1.10279904619618 0.372867887222817 0.000146421972744147 0.0100131074893519
"gene-LOC134694369|LOC134694369" 43.8892531285588 -0.497270311886729 0.171979596211165 0.000357777657890844 0.0166733009725516
"gene-LOC134713577|LOC134713577" 82.0548981551056 -0.565012871143704 0.263900782363863 0.00202818300986491 0.0464201886518194
"gene-LOC134724736|LOC134724736" 39.2671959444247 -0.678652713578983 0.233870525541854 0.000233645485239532 0.0133833544389857
"gene-LOC134696041|LOC134696041" 12.6636918740439 -2.01587283754793 0.797733670511643 0.000302971137290457 0.0148510128073257
"gene-LOC134687585|LOC134687585" 17.7526549970235 -0.859680012850998 0.404912097437402 0.0012767248721952 0.0362075274981861
"gene-LOC134711424|LOC134711424" 26.0985973878678 -0.60375353267376 0.208188159473776 0.000267718309158017 0.0139937083759893
"gene-LOC134712087|LOC134712087" 77.5629093031687 0.514708156019511 0.163457287222031 0.000157802720245218 0.0102585028892186
"gene-LOC134714925|LOC134714925" 20.7442600585388 -1.02208375010187 0.346630274610384 0.000135122969895133 0.00976926444026871
"gene-LOC134685015|LOC134685015" 13.4635913816996 -1.07385593687264 0.489505400764906 0.000977694504295454 0.0315293483904266
"gene-LOC134683219|LOC134683219" 13.5925017406186 -0.932029291216668 0.429917400266713 0.00112165421023011 0.0334109315464122
"gene-LOC134707080|LOC134707080" 114.020486292354 -0.703917231683466 0.301972178798659 0.000982235388067839 0.0315293483904266
"gene-LOC134692823|LOC134692823" 281.451495165054 0.269725341319328 0.094388772552193 0.00125614398063787 0.0361246462238458
"gene-LOC134715134|LOC134715134" 126.318582857197 -0.545444357184814 0.215982244001863 0.000861279442910824 0.0294816715502572
"gene-LOC134696286|LOC134696286" 46.3721195037551 -0.606023272444461 0.222462516775965 0.00044977817632801 0.0191180438026016
"gene-LOC134688473|LOC134688473" 135.448376639935 -0.584253998863241 0.200656200879814 0.000265967467421002 0.0139937083759893
"gene-LOC134706993|LOC134706993" 237.452499827067 -0.429836007535513 0.158949213202327 0.000795425902714651 0.0277180846099123
"gene-LOC134712346|LOC134712346" 61.8041204758444 1.27699250281508 0.334153846063492 6.82460857619451e-06 0.00105590343890881
"gene-LOC134714372|LOC134714372" 52.1027891092114 0.868571021022472 0.182967502998099 1.36717206753069e-07 5.08609720226445e-05
"gene-LOC134717170|LOC134717170" 247.014646888732 0.416522096250185 0.111403516227054 2.72051597654253e-05 0.00321150214131385
"gene-LOC134693121|LOC134693121" 133.551054212093 1.08191044329391 0.303347904496667 1.88598707838029e-05 0.00239180262923769
"gene-LOC134688348|LOC134688348" 80.7952647642544 -0.814243458928477 0.186833969198341 8.10340166465484e-07 0.000223885411706321
"gene-LOC134714631|LOC134714631" 100.993572323989 -0.778420774085261 0.369408210676937 0.00140635922978642 0.0372990524906161
"gene-LOC134707553|LOC134707553" 175.086240159645 -0.596522889144907 0.224698421059517 0.000532982317133842 0.021363477747914
"gene-LOC134692876|LOC134692876" 48.2680565325807 0.730445143137479 0.18171908795939 4.13962485145091e-06 0.000711647507796094
